0.334083 2.22
0.345707 2.22
0.35733 2.22
0.380577 2.25
0.392201 2.25
0.403825 2.25
0.415448 2.25
0.438695 2.28
0.450319 2.28
0.461942 2.28
0.473566 2.28
0.496813 2.31
0.508436 2.31
0.52006 2.31
0.531684 2.31
0.543307 2.34
0.554931 2.34
0.566554 2.34
0.578178 2.34
0.589801 2.34
0.601425 2.34
0.613048 2.34
0.624672 2.34
0.636295 2.34
0.647919 2.34
0.659543 2.34
0.671166 2.34
0.68279 2.34
0.694413 2.34
0.706037 2.34
0.71766 2.34
0.729284 2.34
0.740907 2.34
0.752531 2.34
0.787402 2.34
0.799025 2.34
0.810649 2.34
0.822272 2.34
0.833896 2.34
0.845519 2.34
0.857143 2.34
0.868766 2.34
0.88039 2.34
0.903637 2.37
0.915261 2.37
0.926884 2.37
0.938508 2.37
0.950131 2.37
0.961755 2.37
0.973378 2.37
0.985002 2.37
0.996625 2.37
1.00825 2.37
1.01987 2.37
1.0315 2.37
1.05474 2.34
1.07799 2.31
1.10124 2.28
1.11286 2.28
1.12448 2.25
1.13611 2.25
1.15936 2.22
1.17098 2.22
1.19423 2.19
1.20585 2.16
1.21747 2.13
1.2291 2.13
1.24072 2.1
1.26397 2.01
1.27559 1.98
1.28721 1.98
1.31046 1.89
1.32208 1.83
1.34533 1.74
1.35696 1.71
1.3802 1.62
1.39183 1.59
1.40345 1.56
1.41507 1.53
1.4267 1.47
1.43832 1.44
1.46157 1.35
1.47319 1.32
1.48481 1.32
1.49644 1.32
1.50806 1.32
1.51969 1.32
1.54293 1.29
1.55456 1.29
1.56618 1.29
1.58943 1.26
1.60105 1.26
1.61267 1.26
1.6243 1.26
1.63592 1.26
1.64754 1.23
1.65917 1.2
1.67079 1.2
1.68241 1.2
1.70566 1.17
1.71729 1.17
1.74053 1.14
1.75216 1.14
1.7754 1.11
1.79865 1.08
1.81027 1.08
1.8219 1.05
1.83352 1.05
1.85677 1.02
1.89164 0.99
1.91489 0.96
1.92651 0.96
1.93813 0.96
1.94976 0.96
1.96138 0.96
1.973 0.96
1.98463 0.96
1.99625 0.96
2.00787 0.96
2.0195 0.96
2.03112 0.96
2.04274 0.96
2.05437 0.96
2.06599 0.96
2.07762 0.96
2.08924 0.96
2.10086 0.96
2.11249 0.96
2.12411 0.96
2.13573 0.96
2.14736 0.96
2.19385 0.99
2.20547 1.02
2.22872 1.05
2.24034 1.05
2.25197 1.08
2.27522 1.11
2.28684 1.14
2.31009 1.17
2.32171 1.2
2.33333 1.23
2.34496 1.26
2.35658 1.26
2.3682 1.29
2.39145 1.32
2.40307 1.35
2.4147 1.35
2.42632 1.35
2.43795 1.35
2.44957 1.35
2.46119 1.35
2.47282 1.35
2.48444 1.35
2.49606 1.35
2.50769 1.35
2.51931 1.35
2.53093 1.35
2.54256 1.35
2.55418 1.35
2.5658 1.35
2.57743 1.35
2.58905 1.35
2.60067 1.35
2.6123 1.35
2.64717 1.32
2.65879 1.32
2.67042 1.32
2.69366 1.29
2.70529 1.29
2.71691 1.29
2.72853 1.29
2.75178 1.26
2.7634 1.26
2.77503 1.26
2.78665 1.26
2.8099 1.2
2.82152 1.2
2.83315 1.2
2.84477 1.2
2.87964 1.2
2.89126 1.2
2.90289 1.2
2.91451 1.2
2.92613 1.2
2.93776 1.2
2.94938 1.2
2.961 1.2
2.97263 1.2
2.99588 1.26
3.0075 1.26
3.01912 1.26
3.03075 1.26
3.04237 1.26
3.05399 1.26
3.06562 1.26
3.07724 1.26
3.08886 1.26
3.10049 1.29
3.11211 1.29
3.12373 1.29
3.13536 1.32
3.14698 1.32
3.15861 1.32
3.17023 1.35
3.18185 1.35
3.19348 1.35
3.2051 1.35
3.21672 1.38
3.22835 1.38
3.23997 1.38
3.25159 1.41
3.26322 1.41
3.27484 1.41
3.28646 1.44
3.29809 1.44
3.30971 1.44
3.32133 1.44
3.33296 1.47
3.35621 1.53
3.36783 1.53
3.37945 1.59
3.39108 1.62
3.41432 1.65
3.42595 1.65
3.43757 1.68
3.44919 1.71
3.48406 1.77
3.49569 1.8
3.50731 1.83
3.53056 1.89
3.54218 1.89
3.55381 1.92
3.57705 1.95
3.58868 1.95
3.6003 1.95
3.62355 1.98
3.63517 1.98
3.64679 1.98
3.65842 1.98
3.67004 1.98
3.69329 2.01
3.70491 2.01
3.71654 2.01
3.73978 2.04
3.75141 2.04
3.76303 2.04
3.77465 2.04
3.78628 2.04
3.7979 2.07
3.80952 2.1
3.82115 2.13
3.85602 2.22
3.86764 2.25
3.87927 2.28
3.89089 2.31
3.90251 2.34
3.91414 2.34
3.92576 2.37
3.93738 2.4
3.96063 2.46
3.97225 2.46
3.98388 2.52
3.9955 2.55
4.00712 2.58
4.01875 2.58
4.03037 2.55
4.04199 2.55
4.06524 2.52
4.07687 2.46
4.08849 2.43
4.11174 2.4
4.12336 2.37
4.13498 2.34
4.14661 2.31
4.15823 2.31
4.18148 2.28
4.1931 2.25
4.20472 2.22
4.22797 2.19
4.2396 2.13
4.25122 2.13
4.26284 2.16
4.29771 2.22
4.30934 2.25
4.32096 2.28
4.34421 2.31
4.35583 2.34
4.36745 2.37
4.3907 2.4
4.41395 2.43
4.42557 2.46
4.4372 2.52
4.46044 2.55
4.47207 2.55
4.48369 2.55
4.49531 2.475
4.50694 2.475
4.51856 2.4
4.53018 2.31
4.54181 2.25
4.55343 2.175
4.56505 2.1
4.57668 2.04
4.5883 1.95
4.59993 1.89
4.61155 1.815
4.62317 1.77
4.6348 1.74
4.64642 1.65
4.65804 1.59
4.66967 1.515
